recordId,drugName,condition,reviewComment,date,usefulCount,sideEffects,rating
209821,Phosphorated carbohydrate solution,Nausea/Vomiting,"""My mother gave this to me as a kid and I had not taken it for probably 30+ years.  I was horribly sick with the flu and had someone pick some of this up for me and it still managed to do the trick.  The secret is to lie still and don&#039;t take any food or drink in for an hour or so.  Works wonders.""","April 15, 2016",12,No Side Effects,5
229932,Femara,Breast Cance,"""stage I breast cancer. I Had lumpectomy no nodes involved. No chemo I chose no radiation.... Been on zoladex and famera so far very few side effects.... But of course I&#039;m just now starting on my second week of use..... I recommend u to get blood work done to check for vitamin deficiencies... And address them it will keep your side effects at a minimum.... ""","September 26, 2015",56,Mild Side Effects,4
40216,Savella,ibromyalgia,"""I wasn&#039;t even able to get through the titration pack &amp; I began experiencing suicidal thought. I&#039;ve experienced it a lot, but this time it was way worse, with the thoughts getting more frequent &amp; graphic. I will admit I have BP &amp; BPD &amp; this may be the reason why I had this reaction. I called my rheumatologist, since she&#039;s the one who prescribed it, to let her know how I was feeling. Long story short, she sent the police to my house &amp; I was taken to the psych hospital, where I sat for a couple of hrs.  It also made my already high blood pressure worse. Also, no pain ease/relief.  Never again for me!""","September 8, 2017",10,Mild Side Effects,1
105947,Atomoxetine,ADHD,"""while taking strattera it didn&#039;t really help with my ADHD but it did cause unwanted nausea and once I reached my target 80mg dose I began to get extremely hot then started to sweat a lot and finally threw up the strattera.""","March 10, 2016",9,Moderate Side Effects,1
25961,Lamisil,"Onychomycosis, Toenail","""Dead tornail started falling off after 4 weeks.  

""","February 24, 2014",48,No Side Effects,5
201750,Alprazolam,Panic Disorde,"""I have used Xanax since 1996. I love it. It has saved my life so many times, I can&#039;t count. I have gone through different times in my life, where I had to take 9mgs a day just to survive the panic attacks. My attacks come in cycles. I have had them since 7 years old and I am now 39. I am so tired of them and feeling them. I had a big one today as a matter of fact. I am going through withdrawl of getting off of Lexapro. I am never without my Xanax though. Simply carrying it around helps keep off the panic attacks sometimes. If I hadn&#039;t had it, I would have been put away or had killed myself long ago, because having panic attacks is no way to live.""","October 1, 2008",176,No Side Effects,5
47535,Tapentadol,Pain,"""Was taking 30 - 40 my hydrocodone, and 300 my tramadol  a day for lumbar for a min all stenosis, I have 4 herniated disks so to L2.  The hydrocodone was just scratching the surface of my pain.  My doctor put me on 100 my Nucynta ER X2 a day and it has been so mutch better.  Had to stop the tramadol.  Still taking the hydrocodone, need to adjust the dose but it has bee much better, almost no side affects.  They do only seem to last for 8 Jr so I will talk to my doc about doing 150 my x3 a day.""","June 5, 2015",41,Mild Side Effects,4
186879,Neupro,Parkinson's Disease,"""I have been on the patch for about 6 months. It has really helped alot. I have not been able to take any oral medcations because they make me very nauseas(?) I can&#039;t wait til a higher dose is approved in the US.    Carole""","March 3, 2008",21,Moderate Side Effects,4
31999,Brimonidine / timolol,Glaucoma,"""I was on Betoptic for years and my pressure was still a bit higher than we wanted it to be. After some trial &amp; error, we&#039;ve discovered that if I put the Combigan in one eye and the Betoptic in the other, my pressure is better than it&#039;s ever been. Around 14 which is unheard of me. It&#039;s working great and the only side effect I have is a bit of redness at times.""","February 19, 2015",12,Mild Side Effects,5
175194,Linaclotide,Constipation,"""Wonderful, very quick acting (like, two hours), so watch out for that.  Solves the problem when all else fails.  Expensive.""","April 3, 2013",57,Mild Side Effects,5
151248,OxyContin,Pain,"""Oxycontin has really helped me with pain.""","June 21, 2009",31,Extremely Severe Side Effects,5
19812,Pregabalin,ibromyalgia,"""I&#039;ve been on Lyrica almost 3 yrs. It did give me relief from the aches of my Fibromyalgia and I haven&#039;t felt like I was in a fog since taking it.

It didn&#039;t help with my lower back pain which started to really annoy me 8/08. Doctor put me on Vicodin 10/325 that helped (but started Pristiq about 3 weeks ago which helped this pain. 

I also still feel the depression (mainly lack of motivation and concentration problems (not ADD).

I went off the Lyrica for awhile but have since gone back on it. I feel it helps me while I&#039;m on it to stay on it as regular as possible.

No weight gain.""","September 25, 2009",24,Mild Side Effects,4
97120,Ambien,Insomnia,"""I&#039;ve been using Ambien (10mg) for about 2 months and it works great. I suggest going straight to bed after taking it. Also, give yourself 7-8 hours of time to sleep. Ambien knocks me out in 15 minutes and I sleep about 9 hours. Feel great when I wake up. I can&#039;t turn my mind off when I go to bed so it has been a big help. I&#039;m 54 and this is the 1st medicine I&#039;ve taken on a regular basis so I was nervous about taking Ambien at first. It has been great.""","October 22, 2011",17,No Side Effects,5
214341,Tioconazole,Vaginal Yeast Infection,"""Never burned or itched. Worked quickly. Would use again.""","December 14, 2015",3,Mild Side Effects,5
150948,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,"""Septra DS is excellent for UTI. I have been on it for three days with absolutely no side effects. My UTI has cleared up rapidly. My only criticism is that the pills are rather large and very dry that is probably why it is recommended that it be taken with lots of water.""","November 29, 2009",29,Moderate Side Effects,5
16254,Ethinyl estradiol / norethindrone,Birth Control,"""After having a scary experience with the mirena, I decided to be put on the pill. I took this birth control for 2 1/2 weeks &amp; I was either extremely nauseous or vomiting everyday that I had taken it. I quit taking it about 2 days ago and have felt fine since.""","March 21, 2016",1,No Side Effects,1
68074,Plan B,Emergency Contraception,"""My boyfriend and I had sex we used protection but after we finished we realized that the condom broken so we went to the nearest store and bought Plan B.  I took it during the 24hour period and I had hardly experienced any of the side effects. Then I had to play the waiting game and that was really miserable but I was supposed to start the 26th but it didn&#039;t happen so I started thinking I was pregnant my boyfriend and I  started worrying but then it came today so it worked for me I hope it works for you""","December 29, 2015",17,Mild Side Effects,5
124991,Dulcolax,Constipation,"""I have been experiencing constipation for many years. My doctor reccomended Miralax and Ducalax recently. Not reading all of the reviews and hazards I just bought the medicine. I only took 1 tablet for 1 day. More than 2 hours later I was feeling some horrible, horrible cramps and pain in the stomach. Took many trips to the bathroom and the pain wasn&rsquo;t going away. Worst cramps I&rsquo;ve ever felt. I don&rsquo;t recommend this. Please try to stay away""","December 9, 2017",0,No Side Effects,1
200701,Varenicline,Smoking Cessation,"""Working for me. Do experience the nausea, gas, wild dreams (but hilarious and extremely vivid), lower right back pain is bad and a concern. Will continue second 3 month course of treatment. Do still smoke 1-3 per day occasionally, sometimes none. Stubborness I guess. They were my best friend or so I thought for 30 years. Am 45 and logically realize they will kill you or you will be dragging around an oxygen tank when retired instead of walking the beach. I will conquer this task by June 30th !""","April 6, 2008",123,Moderate Side Effects,4
62721,Supprelin LA,Precocious Puberty,"""After much hype that this implant will significantly improve my daughters&#039; lives (both have early puberty and were on lupron shots), this drug did not help deter the symptoms.  We have gone back to the monthly shots.""","October 21, 2009",7,Mild Side Effects,1
109169,Nexplanon,Birth Control,"""I&#039;m on my second implant and I&#039;ve been a huge fan from day one. I didn&#039;t have a period before I got my first implant because of a combination of being thin and previous BC and I never got a period after it was implanted until just recently (4.5 years after first implant). I never spotted or anything. The first period I had recently (legitimately first period I&#039;ve had in ~8 years) was completely normal. No cramping, nothing crazy. I know most people hate this thing but I can&#039;t complain, just wish it lasted longer since it won&#039;t be free anymore soon (thanks trump). The only thing I worry about is scar tissue forming from inserting and removing the stick in same area on arm but it hasn&#039;t been an issue yet.""","March 19, 2017",6,Mild Side Effects,5
11649,Trulicity,"Diabetes, Type 2","""My doctor gave me the injection in his office.  I take no other meds for my diabetes (type 2).  A1C was around 10, triglycerides were 3000, cholesterol was 541.  I also have acute pancreatitis, and later read this med was not good for this pre-existing condition.  That night after the shot, I became ill, lower back pains, an extreme full feeling in my tummy, nausea, and dizziness.  He also prescribed tricore to get my triglycerides down.  I have been sloppy with my diet, and I know what I need to do to change my eating. I honestly can say, after reading other reviews, that this drug scares me, and I wont be buying more.  629 drug interactions I read about on another site and me being fatigued and in a fog for three days, I say no more.""","July 23, 2017",13,No Side Effects,1
49397,Ethinyl estradiol / levonorgestrel,Birth Control,"""I was taking this bc pill for a couple of years. This last month I have bled heavily for 3 weeks straight. It worked great for a long time so I&#039;m not sure what happened but now I will be changing to a different birth control.""","January 5, 2016",4,Extremely Severe Side Effects,1
34808,Minocycline,Rosacea,"""I have used this medication successfully for years. Initially I used it daily for a few weeks, then tapered down to 3 times a weeks, then only 3 days in a row for flare ups. I haven&#039;t used any for 3 years until just recently when I had a flare up. After one dose the redness decreased and no new pustules. The only side effect has been yeast infection when I take higher doses, i.e., twice a day for 5-7 days, but I have not found that I need to do that. I can usually take 50 mg, once a day for 3 days, then I take a dose every other day for 3 days. By then the pustules have resolved and no yeast infection.""","January 21, 2013",47,Extremely Severe Side Effects,5
191183,Miconazole / zinc oxide,Diaper Rash,"""It worked after some time""","March 30, 2015",0,Mild Side Effects,5
71285,Levora,Abnormal Uterine Bleeding,"""I went on this pill to help control my insane periods and help with my acne. I&#039;m quite young, and my periods would last from 7-10 days. my periods would be so bad that I would throw up, not be able to walk, and faint. So I decided to go on birth control to lighten my periods. my doctor told me to skip the placebo pills every month for 4 months. after the fourth month I got my period, and it made the cramping and blood flow EVEN WORSE! I also went on it to help with acne, and I can say that it has possibly made my acne worse. before going on the pill I rarely got large, hard pimples on my cheeks, and now thats a regular occurrence. if you&#039;re like me, I wouldn&#039;t recommend this pill!!""","June 15, 2016",5,No Side Effects,2
43664,LoSeasonique,Endometriosis,"""I am on my 5th week of Loseasonique. I read the reviews beforehand, but decided to give it a shot since I never had any problems with other pills (LoEstren and Ortho TriCyclen) back in the day.  Unfortunately, the bad reviews were right (for me).  I had a little bit of spotting for a few days around week 2, but nothing I couldn&#039;t handle. By week 4, I started spotting, and have continually spotted now going on 2 weeks, now with cramps. It&#039;s not super light spotting either. I do have to wear a panty liner every single day, and of course I don&#039;t want to have sex with my hubby either.  I think I will stick it out through the first 3 month pack, but I will be more than likely try something else next round.""","March 31, 2011",2,Mild Side Effects,3
117161,Synvisc-One,Osteoarthritis,"""Had shot....shot was nothing...but 48 hrs. later I can barely stand the pain...elevating, ice, ibuprofen....but boy oh boy it hurts BAD. Gave birth to 3 children...one being breech....and swear this pain is worse.....I am hoping to be better soon....with this experience think I will not repeat this adventure. Do not think a knee replacement could be any worse than what I am going through right now!""","March 19, 2016",48,Mild Side Effects,1
97941,Nexplanon,Birth Control,"""I had my implant inverted Sept 2013 so I&#039;ve had it just a couple days over two years. I&#039;ve experienced very infrequent periods (I never had one until about 11 months after the insertion) but when I have them they&#039;re like normal flow, but oh the pain! Doubled over with cramps I can&#039;t even get out of bed. Thankfully this only happens every few months and it only lasts about an hour or so. 
I&#039;ve gained a lot of weight after having the implant (maybe I&#039;m just looking for something to blame lol) but I&#039;ve managed to loose some by exercising but I am no where near the weight I once was. 
I definitely recommend the implant insertion is so easy and quick! And you don&#039;t even notice it in your arm until you feel for it.""","September 21, 2015",2,Extremely Severe Side Effects,4
209481,Zubsolv,Opiate Dependence,"""I was on suboxone strips which was working great for over a year then new insurance put me on zubsolv and the body aches started, constant yawning, then diarrhea. Feels like withdrawals all over again it is miserable and it hurting me at work always tired. Now I pay $650 for my suboxone a month out of my pocket cause insurance covers only some rubbish placebo. Do not recommend can put you back to square one.""","June 28, 2017",9,No Side Effects,1
127979,Phentermine,Weight Loss,"""Took my first dose this morning! I&#039;m feeling super good about phen. I&#039;m hoping to lose 60lbs. I&#039;m 5&#039;10 and 227lbs!""","October 18, 2016",5,No Side Effects,4
50771,Gabapentin,Pain,"""I have had several doctors perscribe Neurontin for pain. I&#039;ve got degenerative spinal disease with herniation. I also take Tramadol(pain)and Prozac for the depression(side-effect). It&#039;s a shame that the FDA hasn&#039;t passed it for other ailments because it really helps.""","September 17, 2008",38,No Side Effects,4
86832,Midazolam,,"""Midazolam (a/k/a Versed) has NO pain relieving properties.  It&#039;s given--generally without patient consent--because it reduces anxiety, makes patients compliant/obedient to orders, &amp; causes memory loss (same effects as Rohypnol, date rape drug--they are both benzodiazepines).  Great if that&#039;s what you want &amp; your doc has discussed this with you beforehand.  However, there are many people who have been given Versed without their consent &amp; who have been very upset about the memory loss (see VersedBusters, nomidazolam, etc.--an internet search for side effects of Versed or midazolam will yield a lot of hits).  For both surgeries I had no anxiety yet was given Versed without my consent.  I question why an amnesiac drug is administered when a""","September 15, 2015",14,No Side Effects,1
179717,Adapalene / benzoyl peroxide,Acne,"""Epiduo is the only thing that has worked for me. I had pretty bad acne for two years in highschool. I tried lots of things (proactive) but finally After begging my mom finally purchased epiduo and it was a life saver. For the first month and a half it really dried out my skin and didn&#039;t seem to help much at all, but soon after that I saw a complete transformation in my skin. I no longer have acne like I used to, to this day. But even the weeks that I&#039;ve eaten terribly and slept in my makeup all week (I know I need to stop this). My &quot;acne&quot; is only a few very small pimples that are hardly red. All my friends love it too! Highly recommend this""","May 1, 2016",10,No Side Effects,5
161774,Remeron,Anxiety,"""Remeron helps my depression, sleeplessness, and anxiety. All 3 in 1. I love it!""","June 5, 2009",191,Moderate Side Effects,5
227610,Etonogestrel,Birth Control,"""I have had bad acne and some long periods like 2 months at most during the first year but now I&#039;m starting on year 2 and the bleeding has gone to normal and well the acne I control it with tea tree oil. Yes you get discouraged with the bleeding and the bad acne but just have patience and it will go away. The reason I chose this was because I have already tried the Depo and I felt bad that I worked out so many times and I couldn&#039;t lose weight and with this I can work out and see the weight coming off. Give it a try but have patience.""","June 4, 2012",1,Moderate Side Effects,4
148768,Mirena,Abnormal Uterine Bleeding,"""I&#039;ve had mirena for a month now, other than the off and on bleeding I&#039;ve experienced no crazy hormonal changes or weight gain. I was worried to start a birth control with heavy hormones because everything I&#039;ve tried when I was younger really packed on the pounds. After giving birth to my little one I decided mirena was the right choice for me. I&#039;m super happy so far with my choice although I can&#039;t wait for the constant bleeding to stop but I know it will with time. I also felt nothing with the insertion process but I think it&#039;s because I recently had a baby.""","May 29, 2016",8,Moderate Side Effects,4
212097,Lamotrigine,Bipolar Disorde,"""Decreased urine output and extreme difficulty urinating.""","February 24, 2014",12,Moderate Side Effects,3
177353,Duloxetine,Major Depressive Disorde,"""Have been on multiple antidepressants in my lifetime, all were duds. They caused weight gain, fluctuating moods, extreme sadness. My doctor has recently prescribed me 20mg of Cymbalta, after 2 weeks I will switch to 40mg, 20mg in the morning and 20mg in the evening. After reading reviews online I am hopeful, as everyone has reviewed it mainly positive. Currently after being on it for 5 days I am experiencing MAJOR nausea. I can barely breathe without wanting to throw up everywhere. Thankfully, a coworker has given me &quot;phenergan&quot;, which is used for nausea, but it is a prescription pill. I called my doctor and explained that this has helped, and she refused putting me on another prescription just to treat the side effects of Cymbalta. SOS!""","January 10, 2017",10,Moderate Side Effects,3
163863,Mirtazapine,Depression,"""I tried a whole other whack of anti-depressants before trying Remeron and nothing. I mean, nothing worked for me. In fact, other anti-depressants made me more depressed. I mean seriously deeply darkly depressed but not Remeron. Remeron, honestly, is a dream medicine for me. It has improved my cat allergies by 80%, my sleep by 90% and my mood by 80%. It&#039;s amazing. However, it&#039;s true what they say about the munchies. I have to tell myself, almost nightly, that no, I don&#039;t need to get up and make a stack of pancakes at 11 pm. I have dreams about food, chocolate, donuts. It&#039;s pretty funny. The other side effect is my hands are swollen (edema), that side effect I&#039;m not liking but we&#039;ll see how it goes. I&#039;ve been on it for 2 months now.""","October 6, 2010",65,No Side Effects,5
96267,Sertraline,Anxiety and Stress,"""I&#039;ve been taking Zoloft 100mg for about 6 months now, it really has changed my life. Before medication, I wasn&#039;t leaving the house, had very little social contact and my anxiety was through the roof. Zoloft has been amazing for me, my mood has improved and I&#039;m getting out of the house and keeping in touch with friends and family. I still have my bad days and also feel groggy most mornings but other than that I&#039;ve had great results while taking Zoloft.""","April 8, 2011",35,Mild Side Effects,5
65496,Yasmin,Birth Control,"""I&#039;ve been on Yasmin for about a year now. I was on Ortho-Tri for a few years prior to that, and Nordette (another birth control pill) a few years prior to that one. Because I&#039;ve been on a pill for so long, my body didn&#039;t need much adjusting to Yasmin, nor did I notice any HUGE side effects. Although, after reading some reviews, I have noticed that I feel more sensitive emotionally now since being on Yasmin, I don&#039;t feel like I get mood swings per say where I&#039;m mad, more like its easier for me to cry for something I normally wouldn&#039;t have cried so easily before. Also, I&#039;ve noticed more frequent migraine headaches, and my hair is thinner but despite this, I think its still the best one for me out there. They all have pros, cons, and risks!""","May 4, 2010",6,No Side Effects,4
199289,Depo-Provera,Birth Control,"""Do not use. It did not work as an effective birth control. Was successfully on the pill for 5 tears got pregnate on the shot.""","September 14, 2015",1,Mild Side Effects,1
131123,Levonorgestrel,Abnormal Uterine Bleeding,"""I had the Mirena inserted in April 08 to control heavy bleeding from Adenomyosis. My doctor had recommended it 2 years prior and I balked at getting it because of &quot;horror&quot; stories I read. Now I wish I had given it a try when she first recommended it. It has been great. I had some light spotting the first 2 months, then no period for a couple months. Had a very light period in February. It has changed my life. I have put on some additional weight, approx 8 pounds since I had it put in but I already was struggling with weight so don&#039;t know if it is from that or from middle age. Working on that now with exercise and diet. I am very happy with it. I have my life back each month instead of being afraid to leave the house because of heavy bleeding.""","March 11, 2009",34,Mild Side Effects,5
57383,Oxymorphone,Pain,"""Opana ER is the 1st ER medication that I&#039;ve tried that actually works for an extended period of time. And I&#039;ve had to try many for my severe back and neck injuries. One 20mg pill will last at least 8 hrs, and I work long 16 hr days so that&#039;s a very good thing. I highly recommend it for people with severe problems/injuries. I definitely wouldn&#039;t recommend it for just mild to moderate pain problems or acute problems. Most ideal for people with chronic severe injuries who also work a lot.""","February 21, 2011",17,Moderate Side Effects,5
226642,Etonogestrel,Birth Control,"""I got the implant because it seemed logical choice for a fast paced lifestyle where you can&#039;t remember everything. So I switched to it, the insertion was a little painful but healed quickly. I had no serious effects except acne really bad the first few weeks. Then about a month in I started my period on it and had chest pain and numbness in my right arm so I got it removed. And learned I have nerve damage from it. Would I recommend this to someone else no, it still has some kinks to be worked out. But everyone is different I wish I never would have gotten it.""","April 30, 2015",1,Severe Side Effects,1
45315,Fluoxetine,Premenstrual Dysphoric Disorde,"""I am me again my premenstual Dysphoric disorder was destroying my relationship with others and with myself. For a week to two weeks a month I had severe depression, anxiety, suicidal thoughts and interpreted others actions as hostile. I would feel at times like breaking up with my boyfriend leaving my family and job and saying f u to life. This is the second time I have taken fluoxetine over long periods of time. Last time I stopped cold turkey (many years ago) thinking I was cured of my PDD. However over the years it worsened until I lived in fear of it. Now I really see understand and feel grateful for the effects of fluox. I feel I am clear, in control, calm and me again.  It has improved my relationship with everyone. The side effect -breast growth! WIN!!!!!""","August 27, 2015",60,Severe Side Effects,5
69258,Celebrex,Juvenile Rheumatoid Arthritis,"""At 17 years old I have finally seen a rheumatologist. I got, a shot of corticosteroid which immediately made my knee and back feel 100% better. And a starter pack with 12 Celebrex samples. The celebrex didn&#039;t cause any noticeable side effects and the pain eased. I finally have my own prescription of Celebrex. I take it every now and then if the pain is not bearable. But I like to just ride out with no medication because I&#039;m used to the flare ups. I feel weird about taking Celebrex everyday because it is a black box drug; I&#039;m too young to start damaging my liver. All in all; Celebrex works when you need it.""","July 5, 2015",16,No Side Effects,4
73143,Ethinyl estradiol / norethindrone,Birth Control,"""I have been taking for four months. Have not had a period the entire time. No other side effects. Im not concerned im pregnant, so have not taken any tests. I have two children and am not experiencing any pregnancy symptoms. A back up method was used for the first three months""","December 10, 2014",18,Mild Side Effects,5
169834,Aspirin / butalbital / caffeine,Headache,"""Fiorinal is the ONLY pain medicine that will help my headache to any degree of satisfaction.  Thanking God for it.""","August 27, 2009",22,Mild Side Effects,5
86519,Invokana,"Diabetes, Type 2","""I started Invokana three months ago after an A1C of 12. I was nervous but wanted to try it. I luckily didn&#039;t have the side effect most have  yeast infections. Strange because I&#039;m very prone to them. I did develop a rash, which still comes &amp; goes. Not horrible though- I use a prescription cream, if needed. My A1C after 3 months on Invokana: 6.7! Still high, I know but huge decrease from 12. I also have lost 40 lbs! I take it with Metformin &amp; Glipozide. I also am following low carb diet- most days. But, prior to Invokana, my sugar levels were high w/Metformin &amp; Glipozide &amp; very low carb diet. So, for me it&#039;s working. Hoping to get closer to 6 in next 3 months - then under 6 by a year. 
Plus, so far it&#039;s been FREE! Big time plus.""","December 26, 2015",49,Extremely Severe Side Effects,5
185878,Desvenlafaxine,Depression,"""This drug made me feel as if I was always running out of time, as if I couldn&#039;t stop and enjoy anything. I felt down most of the time on it; not significantly so but enough to make want to quit it.""","October 30, 2017",6,No Side Effects,2
151344,Chantix,Smoking Cessation,"""Hey all you people having bad dreams I have a suggestion. Take a 5mg Melatonin. That&#039;s what I do and haven&#039;t had a bad dream yet.""","May 1, 2017",17,Moderate Side Effects,4
20207,Macrobid,Urinary Tract Infection,"""On first day severe nausea headache and vomiting. Couldn&#039;t get out of bed and had to stop taking.""","April 2, 2015",37,Mild Side Effects,1
50956,Azithromycin,Chlamydia Infection,"""I had to confirm pregnancy at the doctors, and decided to get an STD test. I&#039;m not only pregnant, but also have chlamydia. I took 2 500mg about an hour before work. I&#039;m a server at a fine dining restaurant, started to not feel too hot when I got there. About an hour into the shift I&#039;m already nauseous and I get a table. By the time I&#039;ve got their order in I&#039;m in a cold sweat and experiencing a lot of stomach pain. In the 5 worst stomach pains I&#039;ve ever had, and I was diagnosed with celiac when I was 20. I&#039;ve had this before. So I go to the bathroom and lo and behold it was the worst kind of diarrhea. Which continued after I was sent home. I learned my lesson about not researching things before I take them.""","December 18, 2016",3,Mild Side Effects,4
32051,Wellbutrin XL,Depression,"""Update: checking in on week 5 at 300mg of generic XL made by Par Pharmacuticals. 
I can&#039;t say enough positive things about this medicine. I have had practically no bad side effects except a slightly more noticible &#039;ringing&#039; in my ears. It is not bothersome and I only notice it it complete silence. On the plus side is virtually a new outlook on life, absence of any sad or hopeless feelings, reduced anxiety, tons of all day energy, focus, and enthusiasm, increased libido, desired weight loss and a shift in personality. I feel like I did when I was younger and full of hope, plans, and happy to greet the day. My jobs are more fulfilling, relationships improved, confidence restored. People notice! I had no idea I was that depressed. Amazing!""","May 21, 2015",144,Mild Side Effects,5
13027,Vardenafil,Erectile Dysfunction,"""I&#039;m 37 and my doctor advised me to take 1/4 of a 20 mg pill and the results were....nothing the first time. I took it on an empty stomach as advised. I tried 1/2 of a pill a week later two hours after I ate and the results were....nothing once again. I&#039;m going to take the whole 20mg next week.  ""","June 13, 2011",28,Moderate Side Effects,1
89055,Singulair,"Asthma, Maintenance","""I&#039;ve been stepping up and up since I was diagnosed with asthma. First it was just Ventolin, then we added Clenil Modulite, then Seretide 50/25 at Christmas, up to Seretide 125/25 a few weeks later, adding in Avamys nasal spray for hayfever and Acrivastine for hayfever and Type 1 latex allergy, then finally adding on Montelukast.

Sadly, unlike some of the other people on here, I haven&#039;t been able to get down to just Montelukast. However, I&#039;d say it&#039;s a miracle pill! I play ice hockey and overnight I went from tight chest and coughing and wheezing after hockey (I have CVA so wheezing is weird) to being totally fine. I still struggle if I max out, so I have to change out regularly but I play forward so that&#039;s easy enough. 

It&#039;s just great!!!""","July 23, 2015",34,Severe Side Effects,5
167129,Levonorgestrel,Birth Control,"""I had the skyla put in after the doctors took me off of the pill after 5 yrs due to hemorrhaging. The first 3-4 months i didnt get my period and when i did it was light spotting for a few days. The strings sometimes poked my boyfriend during sex and once in a while hurt me. After about 6-7 months my period would come 2 weeks later and i would bleed for 2+ weeks. From the beginning i got excruciating cramps (when i was supposed to get my period) where i would have to stay home from work/school and stay in bed. Nothing helped with the cramps, so i decided to get it removed.""","June 4, 2016",2,Mild Side Effects,2
82078,Liraglutide,Weight Loss,"""I started with victoza in feb  for diabetes. It made an amazing difference in my sugar numbers. I also cut out 95 percent of sugars i was (over)eating.  Between the two  I&#039;ve lost 50 pounds in about 4 months. (i cut out sugar in january)  Ive had some stomach upset which comes across as a mix of feeling full and cramps. Nothing too bad and honestly worth it considering the results. MY a1c is now 5.5 from  10 when i started.
The thing i like the most is my appetite is gone.  I am 45 years old and i&#039;ve never not felt hungry.  I&#039;ve always wanted to eat and did eat with out realizing how much I consumed.  Many times the sight and taste of food turns me off now which is actually nice. Sounds weird but I know there are those who will understand.""","April 29, 2016",18,Moderate Side Effects,5
222694,Topamax,Obesity,"""After getting a blistering skin rash from Lamictal, Topamax was prescribed.  It did decrease my appetite- I went from 209 lbs back to my regular 135 which I hadn&#039;t been in 7 years. This took place in about 10 months.  At abt the same time I started taking it, I was rearended and suffered a MTBI and scored very low on my neuropsych exam. My old psychiatrist retired and the new psychiatrist is against Topamax bc of the &quot;foggy&quot; side effects that are common.  Now, a little over a year later, I feel ok abt this med considering the alternatives- wish there were better alternatives!""","May 10, 2016",58,No Side Effects,5
215348,Senna,Constipation,"""Ok, I&#039;m gonna give you advise if you have never taken this medicine before, make sure you have the next day off. Don&#039;t try to take this med before bed, thinking you&#039;ll have one go at the toilet and your ready to go. Second I would try changing your diet, an enema or even miralax before considering this med. I was having stomach pain and had an xray of my stomach and my Dr showed me how stopped up I was, it&#039;s amazing how much the body can hold. Anyway I say all this because it does clean u out but yes your cramps are close to something like food poisoning cramps, because it&#039;s forcing ur body to do something it can&#039;t effectively do on its own. I hope this helps.""","October 11, 2017",2,No Side Effects,4
10052,Lo Loestrin Fe,Birth Control,"""For a little over a year I have been on Lo Loestrin Fe. It&#039;s great, after the first month no more cyst symptoms, my period which has been heavy (Super tampon had to be changed every 2 hours or flooding would occur) is now down to extreme lite spotting on the last 2 pills only. It&#039;s great, I love it. No more tampons or the resulting cramping. I do not have any period symptoms at all now except a hair trigger temper on the last 2 pills (which coincides with my weekend, so I let my family know not to bother me). After a year this has calmed down though to where its almost not noticeable anymore. There are so many pros to this medicine that having a bad temper for 2 days a month is definitely worth it. But it is expensive.""","July 29, 2013",28,Moderate Side Effects,5
150088,Denavir,Cold Sores,"""Best medicine ever!! Have been using it for years...tried everything else. Went to pick up my RX today...Cost $757.00, my insurance wont pay for it anymore. This is crazy!""","March 10, 2016",9,Mild Side Effects,5
228513,Geodon,Schizophrenia,"""My doctor changed my drug regimen from abilify to Geodon(120 mg  Then I started experiencing trouble swallowing and headaches. These effects were transient so the doctor asked me to stay on the drug. The condition became worse and I went to an ear, throat, nose doctor. They indicated that I was suffering from GERD and inflammation of the larynx. After a few more weeks I was becoming paranoid and experiencing OCD symtoms. My husband called the doctor and demanded she shift back to abilify. A couple days later all the aforementioned symtoms disappeared. I am sure the drug works for many people but please pay close attention to the side effects I described""","January 18, 2016",9,Moderate Side Effects,1
163528,Mirtazapine,Depression,"""Took for the first time last night slept perfect. Did wake up groggy for the first 2 hours, small price to pay. I have been on over ten different meds and this by far works wonders.""","April 8, 2015",80,Moderate Side Effects,5
70042,D.H.E. 45,Migraine,"""I had several days of DHE IV&#039;s, a good try of migraines. A few weeks of injectable DHE and it didn&#039;t do a thing for me.  I wish it worked for my constant headache.  I heard a lot of good things about it.""","September 9, 2011",3,Mild Side Effects,1
217292,Clarithromycin,Otitis Media,"""I have been on clarithromycin for 2 days. The first day I took the medication I experienced voracious hunger pains to where I had to eat a snack ever 30 mins to an hour. The next morning the hunger pains returned; thankfully I had brought a variety of snacks to work, or else I would have been in trouble. Terrible anxiety; I am not sure if it has exacerbated an already existing anxiety disorder or if I am nervous about being on the medicine. I am awake now in the middle of the night because of a irresistible cough. I am wondering if this is allergies or a side effect of the medicine. This is a horrible antibiotic and I am just praying I don&#039;t get the metallic taste in my mouth or the nightmares.""","June 3, 2016",8,No Side Effects,2
224803,Bupropion,Depression,"""Hi all, 
I am a 41 female and I have been struggling with depression and a little anxiety for about six years so I decided to seek counselling and medication. I have never been on any type of psych medication before so I researched online and decided to ask my Dr for wellbutrin.  He prescribed me 75 mg, twice a day. All I can say is Wow! Within an hour of taking it, I feel amazing with more energy than I normally have. I&#039;m on day four now and I believe it&#039;s helping some with depression already. I take benadryl at night to help with insomnia. I&#039;ve had no other adverse effects. It has not decreased my appetite. I also haven&#039;t noticed any changes, good or bad, with  libido. So far, so good. I&#039;ll repost in a month for another update. Good luck!""","February 6, 2017",19,Mild Side Effects,5
