recordId,drugName,condition,reviewComment,date,usefulCount,sideEffects,rating
106714,Implanon,Birth Control,"""I&#039;ve had Implanon for 2 and a half years now. I can&#039;t wait to get it out and I will never get it again. The main reason is I have gained A LOT of weight with this, and also I feel is the cause of my acne/mood swings. My periods have now stopped completely, besides the odd month of spotting. Spotting that may last about 2 weeks, then stop for one week, then come back for another week. It definitely does it great job  as acting as a contraceptive. Handy for people who don&#039;t want to take the pill everyday.""",28-Jul-15,17,No Side Effects,5
167330,Levonorgestrel,Birth Control,"""I&#039;ve had Skyla for a year now. Insertion hurts, so take plenty of pain relievers before and after, make sure someone drives you home, and breathe deeply. Periods got shorter and lighter over time, be patient. Cramps get worse, so make ibuprofen your friend. I had the string cut too short, so had to get an ultrasound to make sure it was in place. If you are sick of remembering to take a pill every day, have a long-term monogamous partner, and have nasty hormone side affects (I got migraines and crazy mood swings on the pill), Skyla is a great switch. Insurance covered everything except follow-up appointments. I may stick with this until I&#039;m ready to have kids (in about 10 years).""",4-Apr-16,2,No Side Effects,5
37840,Reclipsen,Birth Control,"""I have been taking this BC for about 4 months, it was great until the last month when I started getting headaches, quick heartbeats, lose of sleep. I gained weight in all the right areas so that was a plus. But I can&#039;t put up with the headaches, I&#039;m tired all the time and total loss in sex drive (which is weird because I think about sex all the time). Made me cry here and there but no serious emotional outbreaks. I switched to Azurette so we will see.""",2-Jun-16,3,Mild Side Effects,5
14397,Buprenorphine / naloxone,Opiate Dependence,"""Normally I would get my script for 90 40mg Oxycontin and 60 Ir 30s they would all be gone in less then 2 weeks then the withdrawals would set in and I&#039;ll be looking for pills everywhere even stealing to get anything to stop the pains from withdrawals, until I found Suboxone. I can go from taking tons of oxycodone to 2 x 8mg Suboxone a day at first then 4mg a day and no withdrawals. It&#039;s my MR. NORMAL PILL as my wife says. This pill works and I have helped out several of my addict friends get off there pain killers by sending them to my doctor. This is definitely a miracle pill. I can work and play with my kids like a normal dad. Again try it, guaranteed this pill works!""",6-Sep-09,21,Mild Side Effects,4
122356,Selegiline,Depression,"""Emsam transdermal has given me back my life! From a depression so severe that I was non-functional, I am now back to the person who loves life and living. My doctor tried every ssri you can imagine with my condition only worsening. The only adverse side effects seem to be skin irritation and constipation. I still have a lot of stress in my life but I am now able to deal with my problems instead of trying to escape from the world.""",15-Mar-08,78,No Side Effects,5
84005,Ethinyl estradiol / norgestimate,Birth Control,"""I was on sprintec for over 2 years with no complications then all of a sudden I started to get horrible abdominal pain and nausea ( I seriously thought I was dying) and no one could figure out why!!!! At least 2 trips to the ER, CT scans, blood work, urine tests nothing showed up, multiple trips to my gyno, prompt cares, hours on the phone. I noticed my pain would always go away for a week later figuring out that was when I was on my sugar pill week!! 4 months of pain $3,000 in debt later and no doctor ever questioning my birth control ( I thought nothing of it because I was on it for 2 years with no problems) I quit taking my birth control and all of my pain went away!! This stuff is horrible and I will never take birth control again""",30-Jun-17,5,Mild Side Effects,5
128146,Phentermine,Weight Loss,"""Hi.
I have been taking phentermine 30mg since 23rd April 2016. I have lost 7lbs I currently weigh like 205 I need to get down to 140 really. My symptoms have been dry mouth, interrupted sleep as I wake up like sometimes before 5 and can&#039;t get back to sleep. I was told the sleep pattern will change soon. I have had weight loss which is good but last few days my weight is staying the same where as before everyday would go down at least 1lb. Anyway I guess maybe it is slowing down and it will end up being 2 -3lbs of weight loss a week. But I guess that&#039;s healthier anyway. Oh I am in UK I think that&#039;s why your dosage is higher. They have restrictions here on some of the medication you have there that&#039;s the problem I think.""",2-May-16,8,No Side Effects,4
185764,Saxenda,Obesity,"""Week 5 - I have reached the maximum 3.0 on the injection pen. This is what I have to say about week 5: &quot;so this is what it feels like not to be hungry, always totally obsessed with food and when and what I will be eating next!&quot; Woo Ho! I have had the best week! Been able to eat healthy meals, not pig out, stop when I&#039;m full and feel normal. I have lost about 10 kgs in 5 weeks. I am not exercising - just always busy and active. 
For fatigue and energy I take a multi, vitamin C, iron and Berroca when I need it for a boost. I will be getting a prescription to continue with this injection for another month and keep monitoring progress.""",5-May-16,39,Extremely Severe Side Effects,4
122196,Venlafaxine,Bipolar Disorde,"""I have a patient who was a wreck until he was started on Effexor. He has to take a large dose, but it works.""",14-May-09,10,Moderate Side Effects,5
94092,Trintellix,Major Depressive Disorde,"""I took Pristiq for 6 years for depression, PTSD and anxiety but wasn&#039;t getting results anymore. My Dr. Switched me to Fetzima but I had an allergic reaction.  Ultimately I ended up on Brintellix. I started on 5mg and am currently on 10mg. Although the medicine works, the GI side effects are almost intolerable. I tried bumping up to 20mg and would vomit within an hr. The current 10mg. dose causes nausea, increased acid reflux, constipation, gas and bloating. Considering switching.""",21-Jan-16,19,Moderate Side Effects,5
113081,Bisacodyl,Constipation,"""I chugged 2 litres of water with 2 pills. 5&quot;3 115 pounds. Took it at 8pm, worked by 4am with very minor cramps. Cramps went away after each BM.  Definitely worked. Didn&#039;t leave bathroom next day though so don&#039;t make plans.""",13-Aug-16,4,Mild Side Effects,5
47870,Adapalene,Acne,"""I&#039;ve always had really mild breakouts ever since college started, but I gradually lost them through Clearasil and St. Ives. But now that I&#039;m in my junior year, I&#039;m breaking out twice as much. My dermatologist prescribed me Differin (0.01 cream adapalene), and it was quite pricey because I was taking it alongside clindamycin, which I only put on my pimples whereas I used a pea-sized amount of Differin on my entire face. I&#039;m currently on my third day of Differin and Clindamycin, and I have been experiencing skin peelings on my nose and a little bit of redness and tenderness. There have been more breakouts (I now have 6 pimples), and I hope it gets worse before it gets better now that it&#039;s still holiday break.""",25-Dec-15,7,Severe Side Effects,2
44033,Ethinyl estradiol / norgestimate,Birth Control,"""I am about to start my fourth month on Sprintec. After my first month I had a very heavy period, but since then it has been slowing down, but I&#039;m still getting cramps. The only side effects I have had is some brest tenderness and the first month I felt sick after eating dinner, but that has not happened in quite some time. It is very affordable and was been working just fine for me so far!""",25-Jan-12,0,Moderate Side Effects,5
120852,Antabuse,Alcohol Dependence,"""I want to give my experience with this drug.

I had been in and out of AA , NA, and those programs for years. I even went to rehab. Almost died in a serious accident, and still I ended up drinking again, more than before. 

Nothing worked, my self will, the help of others (who eventually lost all trust in me), my involvement in groups or studying literature on sobriety - nothing worked until I got a prescription for Antabuse.

I have been able to stay sober for the longest period I have in years. And some very emotional things have come up since I&#039;ve been on it that always used to drive me to drink but I was forced to face the problems head on and learn to cope in a different way. Not to say it hasnt been hard. But It&#039;s such a relief""",15-Mar-15,163,Mild Side Effects,5
62719,Citalopram,Postpartum Depression,"""I just starting taking this but so far I feel better than I did before taking it, even though my mouth gets extremely dry at night. Out of all the side effects listed the dry mouth is the one that bothers me the most. I hate getting up in the middle of the night and now I have to get up to get something to drink.""",5-May-09,2,No Side Effects,4
182734,Cymbalta,Generalized Anxiety Disorde,"""My thoughts on Cymbalta: Cymbalta has left me in a fog. I have no feelings- NONE. Driving is a chore as my eyes are excessively shifty. God forbid you ever forget to take your medication as you will be stricken with these obnoxious little shocks (which I&#039;ve recently learned were  called &#039;brain zaps&#039;.) My heart beat is erratic. My brain is unable to form the right words when I talk which causes me to pause when I speak. I zone out regularly. 
I&#039;ve been trying to taper off of this medication and am on day 9. The withdrawals are debilitating. I cannot focus. My chest and my jaw are tense. My fog has worsened significantly. Driving is dangerous as my vision is blurred. I am angry and easily agitated. I feel like crying but I can&#039;t. JUST SAY NO!!""",3-May-17,29,No Side Effects,5
225598,Bupropion,ADHD,"""I&#039;ve been on a lot of different medicines over the years and so far Wellbutrin ER has helped so much. I take 150mg 2 times a day. It interrupts my sleep so the night time dose I take Atarax with it. My mind is clear, my moods are better. I feel human again.""",11-Sep-13,102,Severe Side Effects,1
5964,Minastrin 24 Fe,Birth Control,"""I was in love with this  pill bc I didn&#039;t  have a period  however  after no period  for  a year. I have  chronic  yeast infections.  Not happy at all. My  insurance  cost is 0.00 so I&#039;m torn  about the side affect""",27-Mar-17,0,Mild Side Effects,5
95741,Sertraline,Depression,"""I am 39 years old, was a new nurse and struggling with major depression. I had not been to a Dr in years and broke down crying at the first visit. Started 50 mg a day. Felt a little funny first couple days but now feel much better! Everyone noticed a change for the better and even got a promotion at work! Feel so much better and have not had any side effects!""",16-Nov-14,194,Moderate Side Effects,5
133050,Loestrin 24 Fe,Birth Control,"""26yo, 130lbs, 5&#039;9. Loestrin 24 Fe is the third birth control I&#039;ve been on. I switched to it after being put on a generic that was horrible. I&#039;ve been on Loestrin for about 2 years now and I probably won&#039;t change. It&#039;s been great for me. I never really had bad acne before but did have frequent breakouts. Since being on this, my skin has cleared remarkably and breakouts are much less frequent (usually during the 3rd week of the pack a few spots will pop up). My periods are extremely light ranging from nothing to mild and heavier spotting. I don&#039;t regularly experience cramping with my periods either. I have noticed some bloating just before/during my period but I haven&#039;t gained any weight since being on this pill.""",29-Apr-12,0,No Side Effects,5
137927,Ortho Evra,Birth Control,"""I started using Depovera as my birthcontrol and I was in it for 2 years plus.  I had no side effects until I gained so much weight the last year I was 120 lbs and now I&#039;m at 150 lbs . I will never go back to it. So I switched to the patch and same I have no bad side effects yet. I&#039;ve been on it for over a year, my weight has gone down I&#039;m down to
140lbs which is hard to loose weight for us girls . My breast sized increased , my thighs and butt increased good plus :) I&#039;ve never had problem with acne with neither birth controls . My mood swings are bad here and there . I love how my period is regular now and I know when it&#039;s coming. p""",29-May-17,9,Mild Side Effects,5
201667,Zoloft,Depression,"""I&#039;m 19 and Zoloft has been a LIFESAVER for me! I&#039;ve had very bad generalized anxiety, social anxiety, panic attacks, and mild depression. I recently had been on Xanax then Klonopin as needed, but I felt as if those types of medications wouldn&#039;t help me in the long run. I&#039;ve been on 25 mg of Zoloft for a month and a half, and I feel WONDERFUL! The horrible, disabling anxiety I once had is almost nonexistent, and my depression melted away! My mood is stabilized, I have a lot of energy, focusing on school work is a synch, and I interact with others with confidence. Yes, I feel like a totally renewed, cleansed person with a constant sense of motivation! Zoloft saved my life! Little to no side effects either. Very mild antidepressant.""",10-Sep-14,238,Mild Side Effects,5
98948,Lutera,Birth Control,"""I&#039;ve been on it for about 4 months. I do get nauseous taking it. My appetite seems to have decreased but I&#039;ve gained a lot of weight on it. I do get headaches more often and for some reason I get constipated as well""",27-Jan-17,8,Mild Side Effects,5
61142,Xifaxan,Irritable Bowel Syndrome,"""I took this 5 years ago after a colonoscopy for my extreme IBS issues.  It totally changed my life so much. I&#039;ve been having issues again lately so I&#039;m trying it again for a 2nd time to reset my system. I still have occasional issues,  but NOTHING like it use to be.  This stuff has been a miracle for me!""",30-Jan-16,50,Mild Side Effects,5
228073,Etonogestrel,Birth Control,"""I got Implanon in May last year. It&#039;s March now. Since then I&#039;ve had periods every 7 to 14 days. It&#039;s weird. I do not like Implanon and am getting it taken out finally. I also have acne, mood swings, and bloating all the time because I&#039;m constantly on my period. My sex drive has also gone way down most likely because I have chronic headaches all the time. However, that may be for a different reason, but it is one of the side effects. The nice thing about it is you don&#039;t have to worry about getting pregnant or taking pills everyday, but I can&#039;t tolerate something that affects my body so much. Some people like it however. Unfortunately it hasn&#039;t worked for me so I am getting an IUD which doesn&#039;t have any hormones.""",21-Mar-11,0,No Side Effects,5
209982,Linagliptin,"Diabetes, Type 2","""Been on Tradjenta for 10 days. Daily blood checks show an increase of 40 points, up to 163, higher than I ever had before on Onglyza which was hurting my kidneys. Disappointed, because I am hard-core compliant.""",21-Oct-16,20,No Side Effects,2
88054,Clindamycin,Bacterial Infection,"""Take it exactly as prescribed and that means with a full glass of water. I did really well with the medication so far. I already feel better and I have both ears infected, bronchitis and a sinus infection.""",21-Jun-15,19,Moderate Side Effects,5
41887,Clonidine,ADHD,"""My almost 4 year old is extremely hyperactive.  We have tried the stimulant and they just make him mean and more hyper.  Clonidine before bed and 1/4 tab at noon and he is a different child.  I hated putting him on medication, however he is so much happier not that he can control himself.""",5-Jun-16,52,No Side Effects,5
122128,Venlafaxine,Depression,"""This medicine worked great for the first 3 or 4 years but now I am not feeling as well and am taking 300 mg per day.""",2-Dec-09,31,Severe Side Effects,5
20769,Nucynta,Pain,"""My patients reported the drug to be moderately effective on their pain, however approximately 50% reported negative side effects including nausea, anxiety and difficulty sleeping. """,20-Oct-09,152,No Side Effects,5
158720,Methylphenidate,ADHD,"""My 7 and 11 yr old children take 18mg and 36mg respectively. The 7 yr old also takes a 5mg Methalin tab at about 3PM because she melts into a screaming pile of shattered emotions otherwise.  Actually, that&#039;s how she was ALL THE TIME before she started taking Concerta. The 11 yr old recently increased his dose because he&#039;s getting older and bigger.  He was singing/humming/noise making in class again (which is what clued me in to a higher dose. He started taking Concerta because he couldn&#039;t access information when doing homework. The information was there, he just couldn&#039;t concentrate long enough to access what he needed. VERY frustrating for him. He isn&#039;t hyperactive like the other child, so he was diagnosed at a later age. Side effects: sleepless until 12AM.""",15-Oct-10,37,No Side Effects,5
210871,Mirtazapine,Depression,"""After years of chronic depression and a significant suicide attempt, I was institutionalised. During this time the supervising psych prescribed mirtazapine.
This drug saved my life.
I am on a high dose, 60mg before bed, but I have noticed no side effects other than more restful night&#039;s sleep (I was an insomniac). My mood is entirely stable now with any depressive episode being minor and totally manageable. There has been no noticeable stupifying effect and I am not in any way sedated. In fact my career has taken off since I commenced taking this drug.
I understand that it is not for everyone, but I am one of its success stories.""",31-Aug-15,55,Severe Side Effects,5
179884,Adapalene / benzoyl peroxide,Acne,"""My dermatologist gave me some samples of Epiduo and I tried it. Now, of course I know the saying, &quot;it gets worse before it gets better.&quot; However, in my case it got much much worse, alot worse than I ever had. Bad enough where it greatly effected my self esteem. About two weeks into it, I had to stop because my face was burning really bad and it looked worse than ever. So, I stopped taking it because it was the type of acne that would leave scars so I stopped and used the other sample he gave me, which is Tazorac gel 0.1. Since I&#039;ve been using that, it has cleared up my skin very well. Still have improvements to go but I like what results I&#039;m seeing now. So,   Epiduo didn&#039;t work for me but I guess it does for some people.""",31-Mar-15,15,No Side Effects,5
191412,Lisdexamfetamine,ADHD,"""I have only been on this medicine for about two weeks at 20mg but it has completely changed me! It&#039;s awesome! I suffer from Depression, Anxiety, and ADD and was prescribed Lexapro to help with me depression and anxiety, it bumped up my mood a little but I still had depression and anxiety symptoms. The first day I took Vyvanse it kicked in after an hour and automatically I was more awake, happy, confident, talkative, and focused! It helped me so much with college when before I was failing almost all my classes I am in such a better mood now LIFE IS GREAT! The only down side so far is it makes me really hungry at times and I have trouble falling asleep and staying asleep through out the night but it&#039;s worth it!!""",8-Mar-16,18,Extremely Severe Side Effects,1
111810,Gianvi,Birth Control,"""Since I got on BC my hair has been falling out ,even now since I&#039;ve been off it..ughhh wish I had done more research.""",7-Jul-15,2,No Side Effects,5
74671,Wellbutrin SR,Major Depressive Disorde,"""I am bi-polar and have been on Lamictal for 5 years but I was still having issues with depression so my doctor suggested Wellbutrin SR. The first 3 weeks I was on it I wasn&#039;t impressed and thought about discontinuing it. I was spacey and had horrible headaches. But I&#039;m so glad I gave it a chance. Started to feel less depressed after a month of taking it and I&#039;m in my 4th month and I still have my moments but overall my outlook on life is much more positive. I also hoped it would help me quit smoking and lose weight. Only the later happened but still quitting smoking is pretty awesome. I&#039;ve tried so many things to quit and nothing helped until this. I&#039;m still not at 100% but still a big improvement. I totally recommend this.""",9-Aug-14,33,Mild Side Effects,4
54834,Bupropion / naltrexone,Weight Loss,"""I have taken the contrave for 7 days.   I have had a few side effects, such as nausea, headache, and little irritability.   I had these symptoms pretty much everyday.   I have noticed the cravings of foods I usually wanted late at night are gone.  I seem to feel a little better with less side effects today.   Hoping it was just getting used to the medication.  I have lost about 2 lbs.  this week ..""",11-Feb-17,19,Extremely Severe Side Effects,5
32815,Empagliflozin,"Diabetes, Type 2","""Took this for a month and had no side effects was doing great. Then when I started the second month I broke out in a  horrible rash with aching joints and swelling in my feet and then it slowly progressed to arms. I ran a low grade fever...I was  miserable! I was so hoping this would work for me. I just can&#039;t understand after taking a whole month why it took so long for side effects to show up. I  would&#039;ve rated this to 10 a month ago!""",11-Apr-17,23,Moderate Side Effects,2
75741,Temazepam,Insomnia,"""Being a severe epileptic I&#039;ve had insomnia for years as well as some thyroid probs that lead to increased BP/HR.  I originally tried Lunesta /ambien and they caused pretty nasty side effects (doing stuff and not remembering etc) plus they stopped working pretty quickly.  My PCP   eventually placed me on 30mg tablet of Temazepam (from my understanding though not many drs in the US like to prescribe this med due to possible dependency issues etc). While it&#039;s only supposed to be used on a short term basis I&#039;ve actually been taking it for about a year almost every night (sometimes I don&#039;t),  when I don&#039;t take it i haven&#039;t noticed any unpleasant side effects.  It just slowly puts me while watching TV to a great  restful sleep. Def recommend!!""",1-Sep-16,16,No Side Effects,5
18156,Ethinyl estradiol / etonogestrel,Birth Control,"""My first day of Nuva Ring is today. I inserted it without a problem although I was scared at first because of course I thought it would &quot;get lost&quot;. I admit, I feel tired and nauseous but that is probably because I have not been on birth control for 3 months since I was not sexually active during that time. I do hope it does not kill my sex drive. I am turning 25 in a week and am hoping that this birth control can be for me. I will post again when I have been a month with it.""",30-Mar-11,0,Moderate Side Effects,5
215450,Copper,Birth Control,"""Everyone makes the paragard out to be some big bad monster. The ONLY negative thing about getting off the pill and onto the paragard for me was I&#039;ve had a little bit of acne since I&#039;m not on hormones anymore. It felt like a pinch when I got it inserted. I had moderate cramps for two days and that&#039;s it, and it didn&#039;t make my period heavier AT ALL. It really isn&#039;t that bad! The only worry I had was that there were 43 days between my first and second period on paragard.""",20-Sep-17,10,Severe Side Effects,5
195886,Levomilnacipran,Major Depressive Disorde,"""Flu like symptoms, totally unable now to control my blood sugar (way too high 150 to 200 I&#039;m 5&#039;6&quot; and weigh 220), totally unable to control my Blood Pressure -its 220/110.very regularly
I&#039;m a heart patient on Ranexa, -on depression -some improvement (very little) on Anxiety every day I take it my confrontational Assertiveness and Anger continue to grow, I have some serious meds for insomnia that are now useless, totally not sleeping.
I may have to &quot;admit&quot; myself to get a better solution sooner.""",11-Jan-16,14,Severe Side Effects,2
89896,Risperdal,Autism,"""Honestly this medication was awful and the doctor who prescribed it failed to mention that it made it impossible to think. I think it&#039;s abusive to give this medication out for people who are not schizophrenic. It&#039;s just another way for people to take away autonomy and to force us autistic people into harmful therapies that deny us our humanity.""",17-May-17,20,No Side Effects,5
90926,Norco,Pain,"""Been in terrible pain for two years. Finally went to doctor, went through typical steps of pain meds....tramadol, Mobix then finally Norco. What a relief.""",20-Nov-13,96,Mild Side Effects,5
163964,Fluorouracil,Keratosis,"""Worked great for me, some pain but when I was done my face was like a baby&#039;s butt. Stay home for 30 days""",5-Aug-15,65,No Side Effects,5
138163,Ortho Evra,Birth Control,"""Although the convenience of only once a week is fabulous, the patch made me a complete emotional mess, there is no other way to say it.  I was on the pill for 20 years with no side effects at all, so it has to be the extra estrogen.  I could not even wait out the first month before I simply had to take it off.  I suppose it may have gotten better, but I was irritable, over-sensitive, depressed, anxious and generally felt like I was going to come out of my skin. It also increased my appetite noticeably.  Within hours of taking it off, I felt more calm and more myself.""",15-Feb-12,3,Mild Side Effects,5
157697,Accutane,Acne,"""I  am 24 and have had med. level acne on my face for many years, and more recently on my shoulders. I started Accutane March 2016 at 20mg. Apr 30mg and next week -May 40mg. Symptoms in March; chapped lips, dry face, body aches, blurry vision, new oil pimples. April- My symptoms changed to; eyes sensitive to sunlight, heart burn with greasy foods, body aches, dryness, dry hair/split ends/thinner hair, and my skin has a slower healing process now so any pimples I have touched will stay for weeks. Also, I have noticed that on the days I do drink one gallon of water or more my symptoms go away. I also eat healthy and I try to take daily vitamins. Choose a reputable derm!""",28-Apr-16,8,No Side Effects,5
217482,Clarithromycin,Bronchitis,"""I didn&#039;t experience or notice any of the side effects until I started having the metal taste.  This started happening on day 7.  After reading all the side effects I realized that I did suffer from the excess heart rate, nightmares, lethargic, wanting to sleep all the time and of course the metal taste....I could only think it&#039;s similar to keeping a large amount of dirty pennies in your mouth for several hours.  I only get the taste towards the evening and all night.""",26-Mar-15,18,Mild Side Effects,5
123351,Apri,Birth Control,"""I have taken it for about a year and I no longer have cramps, I have lost weight, and my pimples have vanished. My friend however took it and got light headed. This is not for everyone but it works for me and I am not pregnant.""",13-Feb-13,4,No Side Effects,5
208258,Oseltamivir,Influenza,"""Took Tamiflu on day 2 of the flu. Was unbearably nauseous for About 6 hours after taking it. Like, wanting to die and just wondering how to get through the next few minutes kind of nauseous. So mad at dr for not warning me. I didn&#039;t take it again. I&#039;d rather have the flu for two weeks than go through even one more day of that.""",4-May-16,3,Moderate Side Effects,5
195079,Restoril,Insomnia,"""Restoril has been great. I sleep 6  hours and wake up feeling refreshed, no hangover effects. I took trazodone, Ambien, and Lunesta before. None have been as effective. I have very few nights where I struggle getting to sleep on 15mg.""",25-Aug-13,94,Mild Side Effects,5
207541,Suprep Bowel Prep Kit,Bowel Preparation,"""First and foremost, this medicine does what it says -- as long as you follow the directions.   The downside is that this is the worst crap I have ever had -- no pun intended.  OMG... I don&#039;t understand the people that said things like: &quot;it wasn&#039;t bad&quot; or &quot;tastes nice like cherry cough syrup&quot;.   I found it to be completely disgusting.  I had gagging sensations and a bit of vomiting, but I did get it down.     Thank goodness I read the reviews about drinking it cold and sucking a lemon or lime after each gulp.  That&#039;s the only thing that got me through.   I completely messed up with the first dosage because it tasted so bad, I kept adding additional water to the cup to continue the dilution process.  I hope and pray that doesn&#039;t negate exam.""",23-Jul-16,9,Mild Side Effects,4
231832,Trazodone,Insomnia,"""Been on it for over a year. I take 0-100 mg a night as needed, but typically it&#039;s 100. After the first two weeks I&#039;ve had few side effects (at first there was dry mouth, headaches, as my body adjusted to it). Once I take it I have to keep myself occupied for an hour or two, not yet trying to sleep, but still relaxing, watching T.V, reading, etc., until the medicine takes effect. When that happens, it&#039;s very clear. I can pretty much shut my eyes and fall asleep within minutes. The only downside is that my already detailed and abundant nightmares are very much heightened and are often disturbing, which makes me wake up feeling disturbed but not drowsy. Would recommend.""",29-May-13,64,No Side Effects,5
36759,Fentanyl,Pain,"""Having a positive feeling for the fentanyl transdermal system I would recommend it to anybody, but after using the 100mcg/hour ones for 5 years I have noticed that the patches don&#039;t last for 72 hours. I believe that I am one of those people who require change every 48 hours which will be conveyed to my Doctor in a few days.""",20-May-09,14,Severe Side Effects,4
121744,Venlafaxine,Depression,"""Effexor was a mixed bag for me -  it was very numbing, and the side effects (which lingered for years after I stopped taking it) were awful. I attempted suicide a few weeks after starting it, because I was still depressed but was more numbed to the guilt I would usually feel. Be careful of this, make sure someone is aware if you feel at risk. It took a few months, but I began to feel positive things again, but eventually I was stuck in a zombie state where the side effects outweighed the good. I tried it on a few occasions with the same result: taking myself off them because I wanted to feel again. The best advice I can give is to see a psychiatrist, not a GP. There is a range of medicines, make sure you get the one that is tailored to YOU.""",3-Feb-14,44,No Side Effects,5
121614,Venlafaxine,Depression,"""I started taking Effexor 3 weeks ago after finding no success with Wellbutrin or Zoloft. It causes some initial bad side effects (nausea, dizziness, tiredness) but I cant emphasize enough how wonderful I feel now! I thought I would never find a solution. Most effective medication I&#039;ve encountered this far!""",25-Jan-15,104,Mild Side Effects,5
167894,Kariva,Birth Control,"""I am 18 &amp; Kariva was the first birth control I was prescribed. Definitely does it&#039;s job birth-control wise, there was some prolonged spotting after my first period on the pill but my flow was steady after that. No weight changes, however I noticed it did nothing to help my acne, which was a factor in starting birth control. My first week on the pill, I experienced heavy nausea &amp; diarrhea, so first timers keep that in mind. The worst part about the experience in general was the mood swings. I have always been an anxious person by nature but Kariva increased my level of self-conciousness, stress, &amp; feeling of uneasiness. I also experienced some bouts of depression. All in all it could work well for some, but I have just switched my b.c. brand""",18-Aug-16,0,No Side Effects,5
156434,Ropinirole,Restless Legs Syndrome,"""I&#039;ve been taking ropinirole for just over a month. The only side effects I had were nausea after taking the initial dose. I also suffered brief nausea when the doctor doubled my dose after 28 days. I think it is relieving my restless legs syndrome, but so far, it has not alleviated all of the discomfort in my legs. I still suffer from aching legs at night, which I assume is part of the same condition.""",13-Mar-12,4,No Side Effects,5
98640,Nexplanon,Birth Control,"""I will start off saying that the only reason this got a 3 rating is that I realize that everyone will react differently. As a smoker over age 35, my options for birth control were limited.  My experience has been very bad. Insertion - not much pain; bruised for about 2 weeks. First 2.5-3 weeks, no bleeding. Been bleeding non-stop ever since except for one time for about 2 weeks after trying an Ibuprofen regimen recommended by my nurse. That has not helped since. Had some bad mood swings the first month and have had a minimal amount of weight gain over 6 months (3-5 lbs). Have had worse cramping than I used to have. Can&#039;t verify if it is an effective birth control as my husband won&#039;t touch me due to the bleeding. Having it removed in about 1.5 weeks.""",10-Feb-14,4,Moderate Side Effects,5
181215,Prozac,Depression,"""after about 3 weeks on prozac, or as I like to call it CRAPZAC.
I was more depressed than ever before. Before crapzac I had only considered suicide a few times,
But after my 4th week I actually attempted it.
Thankfully my sister found me and brought me to the hospital, where they asked if i had been on any medication, and ordered me to stop taking it.

And I was trapped at the hospital in the psych ward for 9 days, having 2 sessions with the counsellor every day, strapped down to my bed for the first few days, and not allowed to use the bathroom for 2 days, this stuff made my life into a living hell.

After being released, I have now started seeing a therapist and now I&#039;ve been practicing yoga and meditation, with no meds, and I feel great""",16-Mar-17,23,Mild Side Effects,5
186084,Desvenlafaxine,Depression,"""I had a major breakdown and was put on 50mg Pristiq, increased to 100mg. I noticed an immediate improvement (on the 50mg) because it stopped the uncontrollable crying. I have been on the medication for 2.5 years but got severe headaches if I missed a pill. I reduced the dosage to 50mg for a year and still got headaches and dizziness if I missed a pill. So, as I am no longer depressed I am coming off this medication. I reduced the dose to 1 tablet every second day for 2 weeks and this is now the 3rd week.I have now been without the tablets for 4 days and have noticed quite a lot of dizziness but no more headaches. I am feeling good about myself and have returned to my positive outlook on life. I am happy to be coming off this medication.""",2-Aug-15,56,Moderate Side Effects,5
109703,Nexplanon,Birth Control,"""Received November 2015. At first, I didn&#039;t have a period until May. I did have light spotting here and there. Now I still don&#039;t have a regular period. I just get random, unpredictable bursts of blood. During extremely stressful times, I get nonstop heavy bleeding accompanied by cramps. I also gained 15 pounds and have severe acne which to me is the worst side effect.. I have never gotten acne before this. This is not just a couple of pimples, im talking about black/white heads covering the entire surface of my face. Will not go away. My facial skin texture feels and looks different. VERY moody! My bf hates my snapy moods""",8-Aug-16,4,Mild Side Effects,5
138124,Ortho Evra,Birth Control,"""My doctor put me on the patch because I have terrible cramps during my period and usually develop ovarian cysts that are very painful a few days before my period starts. I put this on at 7pm and by midnight I had terrible headaches to the point I couldn&#039;t lift my neck or even talk because my teeth hurt. I felt immediate pain in my pelvic area where I placed it. I also had immediate muscle spasms in my legs and right arm (side where patch was) and I don&#039;t want to keep up this terrible pain that I felt in just a few hours. Its probably just all the extra estrogen and I probably should have waited it out but I don&#039;t want to take any chances.""",29-Jan-13,5,Mild Side Effects,5
185332,Saxenda,Weight Loss,"""I started taking this med 4 weeks ago. Before that I was extremely slowly losing but had changed my lifestyle with walking, Eating low carb and an extremely clean diet. I have lost 3 lbs this month but the meds made me exhausted and nauseated most days. I could not do my light work outs or even walk.  Not wanting to eat much at all and what I did was not the healthiest as everything made me sick so I would eat stuff that would go down easy.  I&rsquo;m thinking it&rsquo;s counter productive to a healthy lifestyle change.  I even backed off the dosage. Not sure what to do. I paid for three months so wanted to finish but ugh not feeling this.""",4-Nov-17,0,No Side Effects,4
48683,Ethinyl estradiol / levonorgestrel,Birth Control,"""Gained weight in two months. Worse bc I&#039;ve ever had. I sleep wayyy too much and by that I mean I wake and wanna go back to bed every two hrs even with coffee. I&#039;m moody. Breasts hurt. I wanna eat everything and I&#039;m not even hungry. I&#039;ve been on this for two months. It&#039;s like I&#039;m cloudy and have no motivation and I now have depression.""",27-Apr-17,0,Mild Side Effects,5
